割付,№,県番号,地域分類,性別,年齢,年齢階層,性年代,q1,q2t,q3_1t,q3_2t,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15a,q15b_1,q15b_2,q15b_3,q15b_4,q15b_5,q15b_6,q15b_7,q15b_8,q15b_9,q15b_10,q15b_11,q16.1,q16.2,q16.3,q16.4,q16.5,q16.6,q16.7,q16.0,q16_6t,q17,q18_1,q18_2,q18_3,q18_4,q18_5,q18_6,q18_7,q18_8,q19,q20,q21,q22,q23t,q24t,q25,q25_10t,q26,q26_8t,q27,q27_10t,q28,q29,q30,q31.1,q31.2,q31.3,q31.4,q31.5,q31.6,q31.7,q31.8,q31.0,q31_7t,q32,q33,q33_7t,回答開始日時,回答日時
Facebook利用者,7703,23,5,1,51,5,5,1,51,43,5,1,2,1,3,,3,,1,3,,,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,4,4,4,5,2,5,5,3,3,23,2,6,1,3,19,7,,1,,5,,1,1,2,0,0,0,0,0,1,0,0,0,,7,6,,2020/3/17 20:57,2020/3/17 21:03
Facebook利用者,7704,45,9,1,56,5,5,1,56,38,10,1,2,1,2,,3,,5,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,1,1,4,1,1,1,1,4,45,2,3,1,1,29,6,,1,,2,,1,1,2,0,0,0,0,0,1,0,0,0,,5,3,,2020/3/17 20:57,2020/3/17 21:05
Facebook利用者,7709,1,1,1,50,5,5,1,50,44,5,1,4,3,3,,3,,5,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,4,1,2,1,3,3,3,4,1,2,7,1,4,15,4,,1,,1,,1,1,1,0,0,0,0,0,1,0,0,0,,13,2,,2020/3/17 20:57,2020/3/17 21:04
Facebook利用者,7711,16,4,1,47,4,4,1,47,48,8,1,3,1,1,1,,,2,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,,1,2,3,3,2,2,4,4,4,16,2,11,1,1,14,4,,2,,5,,1,1,8,0,0,0,1,0,0,0,0,0,,7,7,なし,2020/3/17 20:57,2020/3/17 21:08
Facebook利用者,7716,14,3,1,49,4,4,1,49,45,3,1,5,1,2,,3,,4,,3,,3,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,3,5,5,4,3,2,5,2,14,1,7,1,1,8,4,,2,,3,,1,1,8,1,0,0,0,1,0,0,0,0,,11,3,,2020/3/17 20:57,2020/3/17 21:02
Facebook利用者,7732,22,5,1,55,5,5,1,55,40,2,1,1,2,2,,3,,4,,3,,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,1,0,,3,2,3,3,3,3,3,3,3,22,1,3,1,2,20,4,,1,,1,,1,1,2,0,0,0,0,0,1,0,0,0,,13,6,,2020/3/17 20:58,2020/3/17 21:01
Facebook利用者,7743,27,6,1,47,4,4,1,47,47,11,1,4,2,1,2,,,1,2,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,1,4,5,3,3,3,2,4,2,27,1,7,1,2,7,4,,1,,3,,1,1,7,1,1,0,0,0,0,0,0,0,,5,2,,2020/3/17 20:58,2020/3/17 21:01
Facebook利用者,7744,13,3,1,41,4,4,1,41,53,9,1,4,3,2,,3,,5,,3,,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,0,,2,1,1,1,4,4,5,1,4,13,1,5,3,0,,1,,4,,4,,3,1,4,0,0,0,0,1,0,0,0,0,,4,6,,2020/3/17 20:58,2020/3/17 21:04
Facebook利用者,7747,21,5,1,44,4,4,1,44,51,2,1,4,2,2,,3,,5,,3,,3,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,1,0,,3,5,5,5,1,4,5,5,3,21,2,7,1,0,,3,,1,,4,,1,1,3,0,1,0,0,1,0,0,0,0,,3,3,,2020/3/17 20:58,2020/3/17 21:00
Facebook利用者,7753,14,3,1,49,4,4,1,49,45,10,1,5,1,1,3,,,1,3,,,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,5,5,5,5,5,5,5,5,14,1,7,1,2,15,7,,1,,3,,1,1,6,0,0,1,0,0,0,0,0,0,,5,3,,2020/3/17 20:58,2020/3/17 21:02
Facebook利用者,7754,13,3,1,51,5,5,1,51,43,4,1,4,2,2,,2,3,4,,2,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,3,5,1,5,1,4,5,4,4,13,1,3,3,0,,1,,3,,1,,1,3,4,0,0,0,0,1,0,0,0,0,,3,2,,2020/3/17 20:58,2020/3/17 21:04
Facebook利用者,7761,8,3,1,46,4,4,1,46,48,8,1,2,1,2,,3,,5,,3,,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,0,,2,4,4,4,4,3,4,4,5,8,2,3,1,0,,3,,2,,7,,4,1,1,0,0,0,0,0,1,0,0,0,,5,8,,2020/3/17 20:58,2020/3/17 21:01
Facebook利用者,7762,14,3,1,45,4,4,1,45,49,10,1,3,3,2,,3,,5,,3,,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,4,3,3,3,3,3,3,3,14,1,7,1,2,10,4,,2,,2,,1,1,5,0,0,0,0,1,0,0,0,0,,6,1,,2020/3/17 20:58,2020/3/17 21:01
Facebook利用者,7775,23,5,1,50,5,5,1,50,44,8,1,4,1,1,2,,,1,2,,,1,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,1,4,3,3,3,3,3,3,4,23,2,7,1,2,16,4,,1,,1,,1,1,2,0,0,0,0,0,1,0,0,0,,4,4,,2020/3/17 20:59,2020/3/17 21:01
Facebook利用者,7781,12,3,1,42,4,4,1,42,52,10,1,2,1,1,3,,,1,3,,,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,2,3,2,4,3,2,2,4,4,12,2,7,3,0,,2,,1,,5,,1,1,6,1,1,0,0,1,0,0,0,0,,7,4,,2020/3/17 20:59,2020/3/17 21:03
Facebook利用者,7783,33,7,1,50,5,5,1,50,44,4,1,4,1,2,,3,,1,3,,,3,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,,3,3,4,3,4,2,2,3,4,33,2,3,1,1,15,4,,5,,2,,1,1,6,0,0,0,0,0,1,0,0,0,,6,8,,2020/3/17 20:59,2020/3/17 21:02
Facebook利用者,7786,13,3,1,42,4,4,1,42,52,6,1,4,2,1,2,,,2,,,,1,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,4,5,1,5,1,1,5,5,5,13,1,7,2,0,,2,,3,,4,,1,2,1,0,1,0,0,0,0,0,0,0,,3,3,,2020/3/17 20:59,2020/3/17 21:09
Facebook利用者,7789,11,3,1,45,4,4,1,45,49,7,1,4,2,1,3,,,1,3,,,1,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,1,5,3,4,4,4,4,2,4,11,2,7,1,2,12,4,,2,,3,,1,1,4,0,0,0,0,1,0,0,0,0,,6,6,,2020/3/17 20:59,2020/3/17 21:03
Facebook利用者,7790,34,7,1,57,5,5,1,57,37,11,1,4,2,2,,3,,5,,3,,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,5,3,3,3,4,4,1,3,34,1,7,1,3,27,4,,1,,3,,3,1,2,0,0,0,0,0,1,0,0,0,,5,3,,2020/3/17 20:59,2020/3/17 21:03
Facebook利用者,7792,13,3,1,48,4,4,1,48,47,2,1,5,2,3,,3,,5,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,2,1,1,1,4,1,1,4,13,1,7,1,2,13,4,,1,,3,,1,1,4,0,1,0,0,1,0,0,0,0,,6,2,,2020/3/17 20:59,2020/3/17 21:03
Facebook利用者,7795,13,3,1,50,5,5,1,50,44,12,1,4,2,1,3,,,4,,2,3,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,,2,4,2,3,4,4,5,1,1,13,2,7,1,1,12,4,,5,,6,,1,1,3,0,0,0,0,0,1,0,0,0,,6,6,,2020/3/17 20:59,2020/3/17 21:06
Facebook利用者,7796,27,6,1,51,5,5,1,51,43,10,1,2,1,2,,3,,1,3,,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,4,1,1,1,4,4,3,1,1,27,1,7,2,0,,2,,1,,10,年金生活,,,,,,,,,,,,0,,3,6,,2020/3/17 20:59,2020/3/17 21:02
Facebook利用者,7798,45,9,1,52,5,5,1,52,43,3,1,4,3,3,,3,,1,3,,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,4,3,5,5,5,5,3,2,45,2,3,1,3,19,4,,3,,4,,1,5,7,0,1,0,0,0,0,0,0,0,,6,6,,2020/3/17 20:59,2020/3/17 21:03
Facebook利用者,7805,24,6,1,44,4,4,1,44,51,1,1,6,2,2,,4,,4,,4,,3,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,5,4,5,4,4,5,4,4,24,2,5,1,2,9,4,,1,,5,,1,1,7,0,0,0,0,0,1,0,0,0,,4,6,,2020/3/17 20:59,2020/3/17 21:04
Facebook利用者,7809,1,1,1,50,5,5,1,50,44,12,1,4,3,1,2,,,1,2,,,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,4,5,3,5,5,5,3,3,4,1,2,7,3,0,,2,,1,,1,,2,1,9,0,0,1,1,0,0,0,0,0,,6,2,,2020/3/17 20:59,2020/3/17 21:10
Facebook利用者,7814,23,5,1,46,4,4,1,46,48,12,1,6,3,2,,3,,5,,2,3,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,4,1,5,1,4,3,5,2,23,2,7,1,2,9,7,,1,,4,,3,1,1,0,0,0,0,0,0,0,1,0,,13,5,,2020/3/17 20:59,2020/3/17 21:05
Facebook利用者,7818,43,9,1,56,5,5,1,56,38,7,1,5,2,2,,3,,5,,2,3,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,3,2,1,4,5,4,1,1,43,1,3,1,2,24,4,,1,,4,,1,1,3,0,0,0,0,0,1,0,0,0,,7,6,,2020/3/17 20:59,2020/3/17 21:04
Facebook利用者,7820,46,9,1,50,5,5,1,50,44,7,1,6,3,2,,3,,5,,3,,3,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,5,1,3,4,3,2,1,1,46,2,7,1,2,19,4,,5,,3,,4,6,1,0,0,0,0,0,0,0,1,0,,4,2,,2020/3/17 21:00,2020/3/17 21:04
Facebook利用者,7824,14,3,1,49,4,4,1,49,46,1,1,2,1,2,,2,3,5,,2,3,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,5,3,5,3,5,1,1,3,14,1,11,1,0,,3,,2,,4,,1,1,8,1,0,0,0,1,0,0,0,0,,7,8,,2020/3/17 21:00,2020/3/17 21:02
Facebook利用者,7826,13,3,1,52,5,5,1,52,42,5,1,1,3,3,,2,1,4,,2,2,3,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,1,0,,3,5,4,4,4,4,4,4,3,13,1,7,1,2,18,4,,5,,1,,2,1,8,1,1,0,1,0,0,0,0,0,,4,5,,2020/3/17 21:00,2020/3/17 21:02
Facebook利用者,7828,1,1,1,54,5,5,1,54,40,11,1,5,2,2,,2,3,4,,2,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,4,1,4,2,4,4,1,2,1,3,7,1,2,27,3,,1,,1,,1,1,3,1,0,0,0,0,1,0,0,0,,5,4,,2020/3/17 21:00,2020/3/17 21:04
Facebook利用者,7834,40,9,1,48,4,4,1,48,46,6,1,3,1,2,,3,,1,3,,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,1,0,0,0,0,,1,5,3,5,3,4,3,4,4,40,2,2,2,3,25,3,,5,,6,,1,1,2,0,0,0,0,0,1,0,0,0,,4,3,,2020/3/17 21:00,2020/3/17 21:05
Facebook利用者,7855,13,3,1,56,5,5,1,56,38,9,1,6,2,2,,4,,4,,4,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,2,1,5,3,3,3,1,5,13,1,7,1,1,20,4,,5,,6,,1,5,8,1,0,0,0,0,0,0,0,0,,3,2,,2020/3/17 21:00,2020/3/17 21:04
Facebook利用者,7866,22,5,1,43,4,4,1,43,51,9,1,4,3,3,,3,,5,,3,,3,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,1,0,,3,4,2,4,1,1,1,3,2,22,2,7,3,0,,1,,3,,6,,1,4,3,0,0,0,0,0,1,0,0,0,,2,8,,2020/3/17 21:01,2020/3/17 21:04
Facebook利用者,7867,10,3,1,48,4,4,1,48,47,2,1,6,3,2,,2,3,4,,3,,2,2,2,2,2,2,1,1,1,1,1,1,1,0,1,0,0,0,0,0,,2,4,4,4,4,4,4,4,4,10,2,3,3,0,,2,,3,,1,,1,1,3,1,0,0,0,1,0,0,0,0,,13,4,,2020/3/17 21:01,2020/3/17 21:05
Facebook利用者,7872,28,6,1,52,5,5,1,52,42,11,1,4,2,2,,3,,5,,3,,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,3,3,3,3,3,3,3,3,28,2,5,1,1,18,4,,1,,3,,1,1,8,0,0,0,1,1,0,0,0,0,,6,3,,2020/3/17 21:01,2020/3/17 21:05
Facebook利用者,7873,13,3,1,49,4,4,1,49,45,12,1,4,2,2,,3,,4,,3,,3,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,1,0,,3,3,3,5,3,5,5,5,5,13,1,5,3,0,,1,,6,,4,,1,1,5,0,1,0,0,1,0,0,0,0,,3,6,,2020/3/17 21:01,2020/3/17 21:04
Facebook利用者,7880,13,3,1,56,5,5,1,56,39,1,1,3,1,2,,3,,5,,2,3,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,5,5,1,2,3,1,1,3,13,1,7,1,2,20,4,,1,,4,,1,1,8,0,0,0,0,1,0,0,0,0,,13,2,,2020/3/17 21:01,2020/3/17 21:06
Facebook利用者,7881,27,6,1,54,5,5,1,54,40,10,1,2,2,2,,4,,1,3,,,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,5,1,5,1,5,1,5,5,27,2,7,1,2,19,4,,2,,3,,3,1,1,0,0,0,0,0,0,0,1,0,,9,3,,2020/3/17 21:01,2020/3/17 21:05
Facebook利用者,7889,13,3,1,56,5,5,1,56,39,1,1,6,3,3,,3,,5,,3,,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,5,2,5,4,4,4,2,4,13,1,7,1,1,26,3,,2,,3,,1,1,8,1,0,0,0,1,0,0,0,0,,6,3,,2020/3/17 21:01,2020/3/17 21:06
Facebook利用者,7897,13,3,1,45,4,4,1,45,49,8,1,2,2,2,,4,,4,,4,,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,1,1,4,1,1,3,3,3,13,2,7,3,0,,1,,3,,10,会社経営,,,,,,,,,,,,0,,4,4,,2020/3/17 21:01,2020/3/17 21:06
Facebook利用者,7908,27,6,1,51,5,5,1,51,43,6,1,4,1,3,,4,,5,,4,,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,2,1,5,3,3,4,1,3,27,1,3,1,0,,3,,8,連棟,6,,1,1,7,0,0,0,0,1,0,0,0,0,,7,6,,2020/3/17 21:02,2020/3/17 21:07
Facebook利用者,7910,13,3,1,51,5,5,1,51,43,7,1,3,1,1,3,,,2,,,,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,1,1,1,1,2,1,3,1,1,13,1,5,3,0,,2,,1,,2,,4,6,1,1,1,0,1,1,1,0,0,0,,1,8,,2020/3/17 21:02,2020/3/17 21:15
Facebook利用者,7912,3,2,1,51,5,5,1,51,44,2,1,3,1,1,3,,,5,,3,,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,4,4,2,1,3,2,2,1,3,2,6,3,0,,2,,1,,4,,4,6,1,0,0,0,0,0,1,0,0,0,,3,1,,2020/3/17 21:02,2020/3/17 21:06
Facebook利用者,7915,40,9,1,52,5,5,1,52,42,5,1,4,1,3,,4,,4,,4,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,4,2,2,2,4,2,2,3,40,1,7,1,2,20,4,,1,,4,,1,1,7,1,0,0,1,1,0,0,0,0,,5,6,,2020/3/17 21:02,2020/3/17 21:06
Facebook利用者,7916,22,5,1,54,5,5,1,54,40,3,1,6,1,2,,3,,4,,3,,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,5,3,5,3,4,4,4,4,22,1,5,1,2,10,4,,1,,1,,1,1,4,0,1,0,0,0,0,0,0,0,,5,2,,2020/3/17 21:02,2020/3/17 21:05
Facebook利用者,7917,16,4,1,56,5,5,1,56,39,2,1,3,1,3,,3,,5,,2,3,3,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,4,3,2,4,4,4,2,2,3,16,2,7,3,0,,2,,1,,4,,2,1,3,0,0,0,0,0,1,0,0,0,,5,3,,2020/3/17 21:02,2020/3/17 21:05
Facebook利用者,7920,27,6,1,52,5,5,1,52,42,9,1,4,1,2,,1,3,1,3,,,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,5,5,5,5,5,5,5,5,27,2,3,1,3,16,4,,1,,6,,1,1,5,1,1,0,1,1,0,0,0,0,,3,6,,2020/3/17 21:02,2020/3/17 21:05
Facebook利用者,7922,1,1,1,50,5,5,1,50,44,9,1,5,1,2,,2,3,4,,2,3,3,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,4,1,5,5,5,5,4,5,1,2,7,3,0,,2,,1,,1,,1,1,3,0,0,0,0,0,1,0,0,0,,5,2,,2020/3/17 21:02,2020/3/17 21:10
Facebook利用者,7932,14,3,1,42,4,4,1,42,53,1,1,4,3,3,,3,,5,,3,,3,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,1,0,,3,5,1,5,1,1,1,1,5,14,1,5,2,2,11,1,,8,賃貸,10,団体職員,,,,,,,,,,,,0,,4,7,テレビ観賞・仕事,2020/3/17 21:02,2020/3/17 21:08
Facebook利用者,7935,23,5,1,46,4,4,1,46,49,3,1,5,3,1,1,,,2,,,,1,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,2,4,1,4,4,3,4,4,4,23,1,6,1,2,11,4,,2,,4,,3,1,3,0,1,0,0,1,0,0,0,0,,4,3,,2020/3/17 21:02,2020/3/17 21:04
Facebook利用者,7936,29,6,1,54,5,5,1,54,41,1,1,2,1,2,,3,,4,,3,,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,0,,3,4,1,5,1,3,2,3,3,29,2,7,1,2,24,4,,1,,6,,1,1,2,0,1,0,0,0,0,0,0,0,,13,1,,2020/3/17 21:02,2020/3/17 21:05
Facebook利用者,7943,43,9,1,53,5,5,1,53,41,12,1,3,3,3,,3,,5,,3,,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,0,,2,3,2,2,3,3,4,1,4,43,3,3,1,3,27,3,,1,,5,,2,1,4,0,0,0,0,0,1,0,0,0,,13,8,,2020/3/17 21:02,2020/3/17 21:10
Facebook利用者,7946,13,3,1,55,5,5,1,55,39,6,1,5,1,2,,4,,4,,3,,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,0,,3,3,3,3,3,3,3,3,3,13,2,3,3,0,,1,,3,,9,,,,,,,,,,,,,0,,2,8,,2020/3/17 21:02,2020/3/17 21:06
Facebook利用者,7961,13,3,1,50,5,5,1,50,45,1,1,6,3,3,,4,,5,,4,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,3,1,5,4,4,5,3,5,13,1,3,1,0,,3,,1,,6,,1,1,2,0,1,0,0,0,1,0,0,0,,5,6,,2020/3/17 21:03,2020/3/17 21:08
Facebook利用者,7967,24,6,1,53,5,5,1,53,42,1,1,3,1,2,,3,,4,,3,,2,2,2,2,2,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,,3,5,3,5,4,4,4,2,3,24,2,7,1,2,14,4,,1,,3,,2,1,9,1,0,0,0,0,0,0,0,0,,6,6,,2020/3/17 21:03,2020/3/17 21:06
Facebook利用者,7969,11,3,1,51,5,5,1,51,43,8,1,4,3,3,,3,,5,,3,,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,4,4,2,4,4,4,2,4,11,2,3,3,0,,9,,3,,2,,1,5,3,1,0,0,0,1,0,0,0,0,,8,4,,2020/3/17 21:03,2020/3/17 21:11
Facebook利用者,7974,1,1,1,47,4,4,1,47,47,11,1,3,1,2,,4,,4,,4,,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,0,,3,4,1,5,4,5,5,3,5,1,2,7,3,0,,1,,1,,4,,4,6,1,0,0,0,0,0,0,0,1,0,,4,2,,2020/3/17 21:03,2020/3/17 21:07
Facebook利用者,7978,13,3,1,42,4,4,1,42,53,2,1,6,2,2,,3,,1,3,,,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,1,4,1,4,1,5,5,2,3,13,1,7,1,0,,3,,3,,1,,1,1,2,1,0,0,0,1,0,0,0,0,,4,3,,2020/3/17 21:03,2020/3/17 21:06
Facebook利用者,7979,26,6,1,47,4,4,1,47,47,7,1,4,2,2,,3,,4,,3,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,,2,1,1,1,1,1,1,1,1,26,1,7,1,2,11,7,,1,,3,,1,1,3,1,0,0,0,0,0,0,0,0,,7,3,,2020/3/17 21:03,2020/3/17 21:07
Facebook利用者,7980,13,3,1,55,5,5,1,55,40,3,1,5,1,2,,4,,5,,4,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,4,1,3,2,2,1,1,4,13,2,3,1,2,22,4,,5,,9,,,,,,,,,,,,,0,,2,6,,2020/3/17 21:03,2020/3/17 21:08
Facebook利用者,7983,11,3,1,53,5,5,1,53,41,7,1,6,3,2,,3,,4,,3,,2,2,2,2,2,2,1,1,1,1,1,1,0,0,1,0,0,0,0,0,,3,1,1,1,1,1,1,1,5,11,2,3,2,2,18,1,,1,,10,商工自営,,,,,,,,,,,,0,,4,7,仕事,2020/3/17 21:03,2020/3/17 21:09
Facebook利用者,7986,27,6,1,50,5,5,1,50,45,2,1,4,1,3,,3,,5,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,4,3,4,4,4,5,2,3,27,2,3,1,1,3,4,,2,,3,,1,1,7,1,0,0,0,1,0,0,0,0,,6,3,,2020/3/17 21:03,2020/3/17 21:09
Facebook利用者,7988,1,1,1,48,4,4,1,48,46,12,1,1,1,1,3,,,5,,3,,1,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,,1,3,3,3,3,3,3,3,3,1,1,7,1,1,8,4,,3,,1,,1,1,8,0,0,0,0,0,1,0,0,0,,6,1,,2020/3/17 21:03,2020/3/17 21:05
Facebook利用者,7994,11,3,1,57,5,5,1,57,37,7,1,6,1,2,,3,,4,,3,,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,1,5,5,5,5,5,5,1,4,11,2,7,3,0,,1,,1,,5,,1,5,8,0,0,0,0,0,1,0,0,0,,3,2,,2020/3/17 21:03,2020/3/17 21:09
Facebook利用者,7998,12,3,1,48,4,4,1,48,46,7,1,4,3,3,,3,,5,,3,,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,4,3,1,1,4,3,1,1,12,1,7,3,0,,1,,3,,4,,4,6,1,0,0,0,0,0,0,0,1,0,,4,5,,2020/3/17 21:03,2020/3/17 21:05
Facebook利用者,7999,8,3,1,54,5,5,1,54,41,2,1,5,1,2,,3,,5,,3,,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,5,2,3,4,3,3,3,3,8,2,7,1,3,11,4,,1,,2,,1,2,2,0,1,0,0,1,1,0,0,0,,13,6,,2020/3/17 21:03,2020/3/17 21:08
Facebook利用者,8000,27,6,1,56,5,5,1,56,38,6,1,3,3,2,,4,,4,,4,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,5,1,5,3,3,1,5,4,27,1,7,2,0,,1,,3,,5,,4,1,1,1,0,0,0,0,0,0,0,0,,4,2,,2020/3/17 21:03,2020/3/17 21:08
Facebook利用者,8006,13,3,1,52,5,5,1,52,42,8,1,4,2,2,,4,,1,3,,,3,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,5,3,2,2,3,3,4,4,13,2,7,1,1,20,4,,2,,2,,1,1,8,0,0,0,0,1,0,0,0,0,,5,2,,2020/3/17 21:04,2020/3/17 21:08
Facebook利用者,8009,23,5,1,48,4,4,1,48,46,6,1,3,3,3,,2,3,5,,2,3,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,4,2,5,4,4,4,4,2,23,2,5,1,2,16,3,,1,,1,,1,1,2,0,0,0,0,0,1,0,0,0,,5,2,,2020/3/17 21:04,2020/3/17 21:10
Facebook利用者,8010,12,3,1,42,4,4,1,42,53,1,1,2,1,2,,3,,5,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,5,3,5,3,3,4,1,2,12,1,10,1,1,9,4,,1,,4,,1,1,7,1,0,0,0,0,1,0,0,0,,5,8,,2020/3/17 21:04,2020/3/17 21:05
Facebook利用者,8012,27,6,1,46,4,4,1,46,48,10,1,3,1,1,3,,,2,,,,3,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,4,2,3,3,4,4,4,4,27,2,5,1,3,19,3,,3,,3,,1,1,1,0,1,0,0,0,0,0,0,0,,4,3,,2020/3/17 21:04,2020/3/17 21:14
Facebook利用者,8024,40,9,1,47,4,4,1,47,47,6,1,3,1,2,,3,,5,,3,,1,2,2,2,2,2,1,1,1,1,1,1,0,0,1,0,0,0,0,0,,2,4,4,4,3,4,4,4,3,40,3,7,1,2,16,4,,2,,3,,1,1,6,0,1,0,0,0,1,0,0,0,,5,8,,2020/3/17 21:04,2020/3/17 21:08
Facebook利用者,8029,21,5,1,44,4,4,1,44,50,9,1,3,3,2,,2,3,5,,1,3,1,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,5,1,5,1,5,1,4,2,21,2,3,1,2,7,4,,1,,6,,1,1,4,0,0,0,0,0,1,0,0,0,,5,3,,2020/3/17 21:04,2020/3/17 21:10
Facebook利用者,8031,13,3,1,56,5,5,1,56,38,11,1,6,2,3,,4,,5,,4,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,1,1,1,5,5,1,1,1,13,2,10,1,1,21,4,,3,,5,,1,1,8,0,0,0,0,0,1,0,0,0,,6,2,,2020/3/17 21:04,2020/3/17 21:26
