割付,№,県番号,地域分類,性別,年齢,年齢階層,性年代,q1,q2t,q3_1t,q3_2t,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15a,q15b_1,q15b_2,q15b_3,q15b_4,q15b_5,q15b_6,q15b_7,q15b_8,q15b_9,q15b_10,q15b_11,q16.1,q16.2,q16.3,q16.4,q16.5,q16.6,q16.7,q16.0,q16_6t,q17,q18_1,q18_2,q18_3,q18_4,q18_5,q18_6,q18_7,q18_8,q19,q20,q21,q22,q23t,q24t,q25,q25_10t,q26,q26_8t,q27,q27_10t,q28,q29,q30,q31.1,q31.2,q31.3,q31.4,q31.5,q31.6,q31.7,q31.8,q31.0,q31_7t,q32,q33,q33_7t,回答開始日時,回答日時
Facebook利用者,7360,40,9,1,53,5,5,1,53,41,4,1,3,2,2,,3,,4,,2,3,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,3,1,5,3,4,1,5,3,40,2,7,1,3,14,4,,1,,1,,1,1,4,0,0,0,0,0,1,0,0,0,,6,2,,2020/3/17 20:50,2020/3/17 21:16
Facebook利用者,7362,27,6,1,47,4,4,1,47,47,12,1,3,1,2,,2,3,4,,2,3,3,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,4,2,3,4,3,4,3,2,27,2,5,2,1,22,1,,1,,1,,1,1,4,1,0,0,1,1,0,0,0,0,,5,4,,2020/3/17 20:50,2020/3/17 20:56
Facebook利用者,7363,37,8,1,49,4,4,1,49,46,3,1,4,1,3,,3,,5,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,4,3,1,2,4,5,1,5,37,2,3,3,3,0,2,,1,,6,,1,4,8,0,0,1,0,0,0,0,0,0,,4,8,,2020/3/17 20:50,2020/3/17 20:54
Facebook利用者,7375,33,7,1,53,5,5,1,53,42,1,1,6,2,2,,3,,5,,4,,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,1,1,4,1,1,1,4,2,33,1,7,1,2,22,7,,1,,3,,1,1,3,1,0,0,0,0,1,0,0,0,,6,3,,2020/3/17 20:50,2020/3/17 20:54
Facebook利用者,7379,40,9,1,50,5,5,1,50,44,6,1,4,1,2,,3,,4,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,4,3,4,4,4,3,2,3,40,1,7,1,2,1,4,,1,,3,,3,1,2,0,0,0,0,0,1,0,0,0,,4,3,,2020/3/17 20:51,2020/3/17 20:53
Facebook利用者,7381,14,3,1,57,5,5,1,57,37,5,1,5,3,3,,3,,5,,3,,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,4,3,4,3,4,4,2,4,14,1,7,1,2,21,4,,1,,1,,1,1,6,1,0,0,0,1,0,0,0,0,,7,5,,2020/3/17 20:51,2020/3/17 20:55
Facebook利用者,7385,37,8,1,48,4,4,1,48,47,1,1,2,1,2,,3,,5,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,1,1,5,1,4,1,1,4,37,3,7,1,2,13,7,,1,,4,,2,1,7,0,0,1,0,0,1,0,0,0,,11,2,,2020/3/17 20:51,2020/3/17 20:57
Facebook利用者,7386,1,1,1,48,4,4,1,48,46,9,1,4,1,1,3,,,2,,,,1,2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,0,,4,4,3,4,4,5,4,3,4,1,1,7,3,0,,2,,1,,2,,1,1,3,0,0,0,0,0,1,0,0,0,,4,6,,2020/3/17 20:51,2020/3/17 20:54
Facebook利用者,7391,14,3,1,55,5,5,1,55,39,10,1,6,2,2,,3,,5,,2,3,3,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,5,5,5,4,4,5,5,3,14,1,3,1,0,,3,,2,,1,,1,1,8,0,1,0,0,0,0,0,0,0,,6,3,,2020/3/17 20:51,2020/3/17 21:04
Facebook利用者,7392,27,6,1,50,5,5,1,50,45,1,1,3,1,1,2,,,1,2,,,1,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,1,5,4,5,5,5,1,5,5,27,2,1,3,0,,2,,1,,10,無職,,,,,,,,,,,,0,,13,6,,2020/3/17 20:51,2020/3/17 20:55
Facebook利用者,7393,27,6,1,53,5,5,1,53,42,3,1,3,3,3,,4,,5,,4,,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,0,,3,4,1,5,3,4,4,4,4,27,2,9,3,0,,2,,1,,10,フリーランス,,,,,,,,,,,,0,,13,7,特に決まっていない,2020/3/17 20:51,2020/3/17 20:53
Facebook利用者,7394,14,3,1,52,5,5,1,52,42,4,1,3,2,2,,3,,4,,2,3,3,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,5,1,5,2,2,4,1,4,14,1,7,1,2,19,4,,2,,1,,1,1,8,1,0,0,0,1,0,0,0,0,,7,2,,2020/3/17 20:51,2020/3/17 20:59
Facebook利用者,7396,12,3,1,51,5,5,1,51,43,12,1,5,2,2,,4,,4,,4,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,5,2,5,4,4,1,4,2,12,2,7,3,0,,1,,3,,4,,4,6,3,0,0,0,0,1,0,0,0,0,,3,1,,2020/3/17 20:51,2020/3/17 20:56
Facebook利用者,7405,14,3,1,42,4,4,1,42,52,7,1,6,2,2,,4,,1,3,,,3,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,3,1,5,2,2,1,5,5,14,1,7,3,0,,2,,1,,6,,1,2,8,1,0,0,0,0,0,0,0,0,,13,2,,2020/3/17 20:51,2020/3/17 20:57
Facebook利用者,7408,21,5,1,56,5,5,1,56,39,1,1,3,3,3,,3,,4,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,4,1,2,2,4,3,1,4,21,2,5,1,4,20,4,,1,,6,,1,1,1,0,0,0,0,0,1,0,0,0,,3,3,,2020/3/17 20:51,2020/3/17 20:59
Facebook利用者,7413,26,6,1,48,4,4,1,48,46,9,1,3,1,2,,3,,1,3,,,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,5,4,5,5,5,1,5,3,26,1,7,3,0,,2,,1,,4,,4,1,1,0,0,0,0,0,0,0,1,0,,4,7,自分のために旅行をする,2020/3/17 20:51,2020/3/17 20:56
Facebook利用者,7414,13,3,1,46,4,4,1,46,49,3,1,5,1,1,2,,,2,,,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,3,1,5,3,3,3,1,3,13,1,5,2,1,12,5,,5,,8,,,,,,,,,,,,,0,,1,8,,2020/3/17 20:51,2020/3/17 20:57
Facebook利用者,7416,14,3,1,57,5,5,1,57,37,9,1,3,2,2,,3,,5,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,5,1,4,1,2,5,5,4,14,1,7,2,1,25,1,,3,,3,,1,1,6,0,0,0,0,1,0,0,0,0,,7,5,,2020/3/17 20:51,2020/3/17 20:56
Facebook利用者,7420,40,9,1,54,5,5,1,54,41,2,1,3,2,2,,2,3,4,,2,3,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,4,3,1,2,3,3,2,1,2,40,2,5,1,0,,3,,2,,4,,1,1,4,0,0,0,0,0,1,0,0,0,,4,6,,2020/3/17 20:51,2020/3/17 20:55
Facebook利用者,7426,12,3,1,42,4,4,1,42,52,10,1,4,2,1,2,,,2,,,,1,2,2,2,2,2,2,1,1,1,1,1,0,1,0,0,0,0,0,0,,3,3,3,3,4,4,4,3,3,12,2,7,1,2,6,4,,3,,3,,1,1,7,1,1,0,0,1,0,0,0,0,,6,3,,2020/3/17 20:52,2020/3/17 20:54
Facebook利用者,7431,11,3,1,52,5,5,1,52,42,12,1,4,1,3,,3,,1,3,,,2,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,,2,4,4,4,4,4,4,4,4,11,1,3,3,8,2,7,,1,,2,,1,1,5,0,0,0,0,1,0,0,0,0,,5,3,,2020/3/17 20:52,2020/3/17 20:54
Facebook利用者,7439,24,6,1,42,4,4,1,42,52,9,1,2,1,2,,3,,4,,3,,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,0,,3,4,1,4,4,4,4,1,3,24,2,3,1,0,,3,,1,,4,,1,1,3,0,0,0,0,0,1,0,0,0,,4,6,,2020/3/17 20:52,2020/3/17 20:56
Facebook利用者,7440,11,3,1,51,5,5,1,51,43,9,1,4,3,1,3,,,1,3,,,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,4,4,1,2,1,3,5,4,1,11,1,7,1,3,21,4,,2,,10,自営,,,,,,,,,,,,0,,13,6,,2020/3/17 20:52,2020/3/17 20:56
Facebook利用者,7441,41,9,1,41,4,4,1,41,53,3,1,3,1,1,3,,,2,,,,1,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,5,4,5,1,1,3,5,3,41,2,7,3,0,,2,,1,,6,,1,5,2,0,0,0,0,0,1,0,0,0,,13,2,,2020/3/17 20:52,2020/3/17 20:56
Facebook利用者,7442,11,3,1,55,5,5,1,55,39,9,1,6,1,2,,3,,5,,3,,3,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,4,3,4,5,4,5,5,3,11,2,7,3,0,,2,,1,,3,,1,1,7,1,0,0,0,1,0,0,0,0,,7,5,,2020/3/17 20:52,2020/3/17 20:56
Facebook利用者,7446,14,3,1,43,4,4,1,43,52,2,1,6,3,2,,4,,5,,3,,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,4,1,4,2,5,4,1,4,14,1,7,1,3,2,4,,3,,4,,1,1,8,1,0,0,0,1,0,0,0,0,,6,3,,2020/3/17 20:52,2020/3/17 20:54
Facebook利用者,7457,13,3,1,51,5,5,1,51,43,7,1,3,3,3,,2,3,5,,2,3,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,5,3,5,3,4,4,4,4,13,2,7,1,1,18,4,,1,,4,,4,6,1,1,0,0,0,0,0,0,0,0,,13,5,,2020/3/17 20:52,2020/3/17 20:56
Facebook利用者,7461,23,5,1,49,4,4,1,49,46,2,1,5,3,3,,3,,5,,3,,3,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,5,3,4,2,4,4,3,2,23,1,3,3,0,,1,,3,,6,,1,1,7,0,1,0,0,0,0,0,0,0,,4,2,,2020/3/17 20:52,2020/3/17 20:59
Facebook利用者,7462,6,2,1,48,4,4,1,48,46,10,1,6,3,3,,3,,5,,3,,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,3,1,1,2,3,3,4,5,6,2,3,1,1,6,4,,1,,5,,1,1,7,0,0,0,0,0,1,0,0,0,,5,5,,2020/3/17 20:52,2020/3/17 20:57
Facebook利用者,7465,26,6,1,43,4,4,1,43,51,12,1,4,1,1,3,,,1,3,,,1,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,4,5,5,5,3,3,3,5,3,26,1,3,1,0,,3,,1,,5,,1,1,4,0,0,0,0,0,1,0,0,0,,5,5,,2020/3/17 20:52,2020/3/17 20:55
Facebook利用者,7470,23,5,1,54,5,5,1,54,40,12,1,3,1,3,,3,,5,,3,,3,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,5,3,5,3,3,3,1,1,23,2,3,1,2,27,4,,1,,6,,1,1,7,0,0,0,0,0,1,0,0,0,,4,3,,2020/3/17 20:52,2020/3/17 20:59
Facebook利用者,7474,13,3,1,51,5,5,1,51,43,10,1,3,2,2,,1,3,4,,1,3,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,5,1,5,3,4,4,1,3,13,1,3,1,0,,3,,3,,5,,1,1,6,1,0,0,0,0,0,0,0,0,,4,1,,2020/3/17 20:53,2020/3/17 20:56
Facebook利用者,7479,27,6,1,56,5,5,1,56,39,1,1,2,1,1,3,,,5,,4,,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,0,,3,4,2,4,2,4,4,2,3,27,1,7,1,2,21,4,,5,,10,契約社員,,,,,,,,,,,,0,,4,8,,2020/3/17 20:53,2020/3/17 20:58
Facebook利用者,7489,35,7,1,49,4,4,1,49,45,7,1,1,1,1,1,,,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,1,2,5,3,3,4,3,4,3,35,2,7,1,2,25,3,,1,,5,,1,1,5,0,0,1,0,0,0,0,0,0,,4,3,,2020/3/17 20:53,2020/3/17 20:55
Facebook利用者,7495,12,3,1,51,5,5,1,51,43,12,1,3,1,1,3,,,2,,,,2,2,2,2,2,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,,2,4,2,2,4,3,3,3,3,12,2,7,1,2,14,8,,2,,1,,1,1,6,0,0,1,0,0,0,0,0,0,,4,1,,2020/3/17 20:53,2020/3/17 21:10
Facebook利用者,7516,12,3,1,53,5,5,1,53,41,11,1,6,2,3,,4,,5,,4,,3,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,2,1,5,1,2,2,5,5,12,2,7,3,0,,2,,1,,2,,4,1,1,0,0,0,0,0,0,0,1,0,,3,7,一人旅,2020/3/17 20:53,2020/3/17 20:57
Facebook利用者,7519,4,2,1,41,4,4,1,41,53,10,1,3,2,2,,4,,4,,4,,3,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,1,0,,3,2,1,5,2,3,1,5,3,4,1,7,3,0,,2,,6,,5,,1,3,8,0,0,1,0,1,0,0,0,0,,2,6,,2020/3/17 20:53,2020/3/17 21:00
Facebook利用者,7520,28,6,1,48,4,4,1,48,47,11,1,3,3,3,,3,,5,,3,,1,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,5,2,5,3,3,1,5,5,28,2,7,1,2,17,4,,1,,6,,1,1,2,0,0,0,0,0,1,0,0,0,,3,2,,2020/3/17 20:53,2020/3/17 21:00
Facebook利用者,7522,28,6,1,51,5,5,1,51,44,1,1,6,3,3,,4,,5,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,2,1,5,4,3,3,3,4,28,1,7,1,2,20,4,,1,,4,,1,1,8,0,1,0,0,0,0,0,0,0,,6,7,遊び,2020/3/17 20:53,2020/3/17 21:05
Facebook利用者,7524,14,3,1,53,5,5,1,53,42,2,1,2,2,3,,2,3,5,,1,2,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,5,1,5,2,5,1,5,1,14,3,7,1,0,,3,,3,,4,,4,1,1,0,0,0,0,0,0,0,1,0,,3,6,,2020/3/17 20:53,2020/3/17 20:57
Facebook利用者,7534,13,3,1,46,4,4,1,46,49,1,1,2,2,1,2,,,1,3,,,3,2,2,2,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,,1,4,4,3,4,4,3,3,4,13,1,7,1,2,13,4,,2,,1,,1,1,7,1,0,0,0,1,0,0,0,0,,5,5,,2020/3/17 20:54,2020/3/17 20:56
Facebook利用者,7537,14,3,1,49,4,4,1,49,46,1,1,6,1,3,,3,,5,,1,2,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,4,1,5,1,2,1,5,3,14,1,7,3,0,,2,,1,,3,,3,1,4,1,0,0,0,1,0,0,0,0,,12,5,,2020/3/17 20:54,2020/3/17 20:57
Facebook利用者,7540,27,6,1,54,5,5,1,54,40,8,1,3,1,2,,3,,4,,3,,3,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,5,4,5,5,5,5,5,5,27,1,9,1,2,19,4,,1,,4,,1,1,4,1,0,0,1,1,0,0,0,0,,7,3,,2020/3/17 20:54,2020/3/17 20:58
Facebook利用者,7544,27,6,1,43,4,4,1,43,51,9,1,5,3,2,,2,3,4,,2,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,4,1,5,3,4,4,4,3,27,2,7,1,2,7,4,,1,,4,,1,1,7,0,0,0,1,1,0,0,0,0,,5,3,,2020/3/17 20:54,2020/3/17 20:58
Facebook利用者,7550,1,1,1,55,5,5,1,55,39,12,1,4,2,2,,4,,4,,4,,3,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,4,3,4,4,4,4,1,4,1,2,7,1,2,25,3,,1,,9,,,,,,,,,,,,,0,,4,3,,2020/3/17 20:54,2020/3/17 20:59
Facebook利用者,7554,13,3,1,55,5,5,1,55,39,9,1,3,1,2,,3,,5,,1,3,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,5,3,4,3,2,5,5,1,13,1,7,1,3,15,4,,1,,3,,1,1,2,0,0,0,0,0,1,0,0,0,,5,4,,2020/3/17 20:54,2020/3/17 20:59
Facebook利用者,7556,14,3,1,57,5,5,1,57,38,2,1,4,1,1,3,,,5,,2,3,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,4,5,1,5,3,3,4,4,3,14,1,7,1,2,22,4,,2,,4,,1,1,7,1,0,0,0,1,0,0,0,0,,8,2,,2020/3/17 20:54,2020/3/17 21:00
Facebook利用者,7571,13,3,1,47,4,4,1,47,48,3,1,6,1,1,2,,,2,,,,1,2,2,2,2,2,1,1,1,1,1,1,0,1,1,0,0,0,0,0,,4,5,4,5,4,4,5,4,3,13,2,3,1,2,9,4,,1,,4,,1,1,7,1,0,0,0,1,0,0,0,0,,6,3,,2020/3/17 20:55,2020/3/17 20:57
Facebook利用者,7573,31,7,1,51,5,5,1,51,43,10,1,2,3,2,,2,3,4,,1,3,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,4,2,1,4,2,4,4,1,2,31,3,7,1,1,21,6,,1,,4,,1,1,8,0,0,0,0,0,1,0,0,0,,6,2,,2020/3/17 20:55,2020/3/17 20:59
Facebook利用者,7580,23,5,1,50,5,5,1,50,44,8,1,5,1,1,2,,,1,2,,,1,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,1,3,3,3,4,4,5,4,3,23,2,7,1,2,16,4,,1,,1,,1,1,2,0,0,0,0,0,1,0,0,0,,4,3,,2020/3/17 20:55,2020/3/17 20:58
Facebook利用者,7582,27,6,1,43,4,4,1,43,51,6,1,6,2,3,,3,,5,,3,,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,4,4,4,3,4,3,5,4,27,1,7,1,2,2,4,,1,,3,,1,1,5,0,0,0,0,1,0,0,0,0,,4,3,,2020/3/17 20:55,2020/3/17 20:59
Facebook利用者,7587,11,3,1,57,5,5,1,57,37,11,1,2,3,3,,4,,5,,4,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,4,1,4,1,3,1,4,4,11,1,7,2,1,24,1,,3,,3,,1,1,5,1,0,0,0,1,0,0,0,0,,5,2,,2020/3/17 20:55,2020/3/17 21:04
Facebook利用者,7593,27,6,1,57,5,5,1,57,37,11,1,4,1,3,,4,,5,,4,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,4,2,2,4,3,2,4,5,27,1,7,1,4,12,4,,2,,5,,4,6,1,0,0,0,0,0,0,0,1,0,,6,2,,2020/3/17 20:55,2020/3/17 20:59
Facebook利用者,7594,35,7,1,57,5,5,1,57,38,1,1,4,1,1,3,,,5,,3,,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,4,4,1,5,1,1,1,1,4,35,2,3,2,2,19,1,,1,,5,,1,1,2,0,0,0,0,0,1,0,0,0,,2,6,,2020/3/17 20:55,2020/3/17 20:59
Facebook利用者,7599,12,3,1,46,4,4,1,46,48,10,1,4,2,1,2,,,2,,,,1,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,3,3,3,3,3,3,3,3,12,2,5,1,0,,3,,5,,4,,2,1,9,0,0,1,0,0,0,0,0,0,,6,3,,2020/3/17 20:55,2020/3/17 20:58
Facebook利用者,7609,1,1,1,48,4,4,1,48,46,9,1,5,1,3,,4,,1,3,,,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,4,5,1,5,3,4,5,3,2,1,2,7,1,0,,3,,1,,4,,1,1,3,1,0,0,1,1,0,0,0,0,,5,7,自分の趣味と家族との団欒,2020/3/17 20:55,2020/3/17 21:00
Facebook利用者,7612,23,5,1,50,5,5,1,50,44,6,1,3,3,3,,3,,5,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,2,1,5,4,5,1,1,3,23,2,3,1,1,29,6,,1,,5,,1,1,7,0,0,0,0,0,1,0,0,0,,7,3,,2020/3/17 20:55,2020/3/17 21:01
Facebook利用者,7613,38,8,1,54,5,5,1,54,40,9,1,6,1,2,,2,3,1,3,,,1,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,1,4,2,4,2,4,4,1,1,38,2,7,1,1,27,3,,3,,6,,1,1,2,0,0,0,0,0,1,0,0,0,,3,8,,2020/3/17 20:55,2020/3/17 21:00
Facebook利用者,7619,13,3,1,46,4,4,1,46,48,7,1,4,3,3,,3,,4,,3,,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,5,1,2,2,3,2,2,5,13,1,6,3,0,,1,,5,,6,,4,1,1,0,1,0,0,0,0,0,0,0,,3,2,,2020/3/17 20:55,2020/3/17 21:03
Facebook利用者,7620,13,3,1,44,4,4,1,44,50,10,1,3,1,3,,2,3,5,,2,3,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,4,3,4,4,4,4,4,4,13,1,7,3,0,,2,,1,,4,,1,3,3,0,1,0,0,0,0,0,0,0,,3,6,,2020/3/17 20:55,2020/3/17 20:59
Facebook利用者,7621,14,3,1,47,4,4,1,47,47,6,1,1,1,3,,3,,1,3,,,3,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,,3,5,4,5,4,4,5,4,4,14,1,7,1,1,2,4,,1,,1,,1,1,8,0,0,0,0,1,0,0,0,0,,5,1,,2020/3/17 20:55,2020/3/17 20:58
Facebook利用者,7627,13,3,1,55,5,5,1,55,39,8,1,3,1,1,3,,,1,3,,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,1,4,4,4,5,5,5,2,3,13,1,5,1,1,28,7,,1,,2,,1,1,3,1,1,0,0,0,0,0,0,0,,13,4,,2020/3/17 20:56,2020/3/17 21:01
Facebook利用者,7634,17,4,1,41,4,4,1,41,53,7,1,5,2,1,2,,,1,2,,,1,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,4,5,4,5,4,4,4,5,5,17,2,6,1,5,3,4,,3,,1,,2,5,3,0,1,0,0,0,0,0,0,0,,3,6,,2020/3/17 20:56,2020/3/17 21:02
Facebook利用者,7635,13,3,1,49,4,4,1,49,45,12,1,5,2,2,,3,,4,,3,,2,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,,3,3,3,3,3,3,3,3,3,13,2,7,3,0,,1,,5,,1,,2,1,7,0,0,0,1,0,0,0,0,0,,5,1,,2020/3/17 20:56,2020/3/17 20:58
Facebook利用者,7637,23,5,1,47,4,4,1,47,47,3,1,2,2,2,,5,,1,3,,,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,4,5,1,4,5,5,5,1,5,23,1,7,3,0,,1,,5,,4,,1,5,2,0,0,0,1,0,0,0,0,0,,3,6,,2020/3/17 20:56,2020/3/17 20:59
Facebook利用者,7643,12,3,1,52,5,5,1,52,42,9,1,4,1,1,3,,,5,,4,,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,0,,3,3,2,3,3,3,4,2,2,12,2,6,1,3,26,4,,1,,3,,3,1,1,0,0,0,0,0,0,0,1,0,,9,3,,2020/3/17 20:56,2020/3/17 21:00
Facebook利用者,7653,40,9,1,53,5,5,1,53,41,11,1,5,1,3,,3,,5,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,4,3,2,3,4,1,5,3,40,1,3,2,1,11,1,,3,,5,,1,1,7,1,0,0,0,0,0,0,0,0,,3,2,,2020/3/17 20:56,2020/3/17 21:00
Facebook利用者,7662,26,6,1,54,5,5,1,54,40,10,1,3,3,1,3,,,4,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,4,4,4,4,4,4,3,3,26,1,9,1,0,,3,,3,,5,,4,1,1,1,0,0,0,0,1,0,0,0,,4,6,,2020/3/17 20:56,2020/3/17 21:02
Facebook利用者,7666,33,7,1,54,5,5,1,54,40,6,1,3,1,3,,2,3,5,,2,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,4,3,3,3,4,5,3,3,33,1,3,3,0,,2,,1,,5,,1,2,6,0,0,0,0,0,1,0,0,0,,3,6,,2020/3/17 20:56,2020/3/17 21:03
Facebook利用者,7668,40,9,1,51,5,5,1,51,43,8,1,4,2,1,2,,,1,2,,,1,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,4,4,2,2,3,3,2,2,3,40,2,3,3,0,,2,,1,,5,,1,1,3,0,0,0,0,0,1,0,0,0,,4,6,,2020/3/17 20:56,2020/3/17 21:02
Facebook利用者,7671,31,7,1,51,5,5,1,51,43,5,1,3,1,1,3,,,1,3,,,3,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,4,3,3,3,3,2,3,3,3,31,2,3,3,1,15,5,,1,,6,,4,1,1,1,0,0,0,0,0,0,0,0,,13,8,,2020/3/17 20:57,2020/3/17 21:00
Facebook利用者,7677,12,3,1,54,5,5,1,54,40,10,1,5,1,2,,3,,4,,3,,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,3,3,3,3,3,3,3,3,12,1,3,1,2,13,4,,2,,4,,1,1,8,0,0,0,0,1,0,0,0,0,,6,2,,2020/3/17 20:57,2020/3/17 21:00
Facebook利用者,7686,13,3,1,56,5,5,1,56,38,11,1,5,1,2,,4,,4,,4,,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,1,0,,3,4,3,5,4,4,3,4,4,13,1,7,1,2,8,4,,1,,8,,,,,,,,,,,,,0,,6,3,,2020/3/17 20:57,2020/3/17 21:02
Facebook利用者,7692,11,3,1,50,5,5,1,50,44,10,1,3,3,3,,3,,5,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,3,3,3,3,4,4,4,3,11,2,3,2,5,1,1,,3,,1,,1,1,2,1,0,0,1,1,0,0,0,0,,3,6,,2020/3/17 20:57,2020/3/17 21:02
Facebook利用者,7696,12,3,1,43,4,4,1,43,52,1,1,6,3,1,2,,,2,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,,4,5,3,5,2,4,1,5,4,12,2,7,3,0,,1,,5,,4,,1,1,5,1,0,0,1,1,0,0,0,0,,5,2,,2020/3/17 20:57,2020/3/17 21:00
