id,exp,antibody,vaccine,coupon,severity,handicap,exp_again,why_norisk,sdist_1,sdist_2,sdist_3,sdist_4,sdist_5,sdist_6,sdist_7,out_antibody,out_vaccine,out_exp,out_coupon,pref,marry,child,working,income,start_time,start_date,nudge,female,age,fb,fb_active,get_coupon,importance,confident,flu_prob,rub_prob,rub_prob_me,wtp_flu,wtp_rub,sdf_f,sdf_u,df_p,df_f,pb,wtp_gain,wtp_loss,int_antibody,sint_antibody,done_antibody,int_vaccine,sint_vaccine,done_vaccine,int_exp,sint_exp,done_exp,int_coupon,sint_coupon,done_coupon
3636,2,3,2,3,0,0,0,5,10,4,4,4,4,4,4,3,3,3,3,14,3,0,3,4,"2020/2/9 9:41","2020/2/9 9:46","B",0,54,0,0,0,3,1,10,0,0,5000,-5000,1.333333,1.333333,.5,.5,0,-20000,12500,0,0,0,0,0,0,0,0,0,0,0,0
3637,3,3,3,1,0,1,0,,20,10,0,10,10,0,0,1,1,1,1,14,1,2,1,6,"2020/2/9 9:38","2020/2/9 9:46","B",0,54,1,1,0,5,0,0,50,30,-5000,5000,.7,0,1.010101,1.001001,0,-1005,0,1,1,0,1,1,0,1,1,0,1,1,0
3638,3,3,3,3,0,0,0,,0,0,0,0,0,0,0,3,3,3,3,14,3,0,9,2,"2020/2/7 20:44","2020/2/7 20:47","B",0,48,0,0,0,3,0,0,0,10,-5000,-5000,0,0,.5,.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3639,3,2,2,3,0,0,1,,20,15,17,15,15,14,12,3,3,3,3,40,3,0,1,6,"2020/2/7 20:45","2020/2/7 20:49","B",0,48,1,0,0,4,0,10,40,40,500,500,0,.0007333,1.001001,.9542896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3640,1,2,2,3,0,1,0,1,20,5,0,10,10,0,0,5,4,5,4,1,1,2,4,3,"2020/2/7 20:46","2020/2/7 20:52","B",0,48,0,0,0,5,1,60,50,0,500,1500,1.1,0,.889205,.889205,0,-1005,3000,0,0,0,0,0,0,0,0,0,0,0,0
3641,3,2,2,2,1,1,0,,19,10,10,10,10,10,10,1,1,1,1,47,3,0,1,3,"2020/2/7 20:44","2020/2/7 20:52","B",0,49,0,0,0,5,0,50,100,100,1500,1500,0,0,.889205,.9542896,1,-1005,7500,1,1,0,1,1,0,1,1,0,1,1,0
3642,1,3,1,3,0,0,0,5,19,19,19,19,19,19,11,4,3,3,3,13,1,0,1,6,"2020/2/7 20:46","2020/2/7 20:53","B",0,46,0,0,1,3,1,10,20,0,-2500,-2500,0,.04,.9990509,.9990509,0,-3000,3000,0,0,0,0,0,0,0,0,0,0,0,0
3643,3,2,2,3,0,1,1,,19,10,7,17,14,11,1,3,3,4,4,13,3,0,4,5,"2020/2/7 20:49","2020/2/7 20:53","B",0,46,0,0,1,3,0,50,30,20,500,500,.7,0,.9990509,.9868259,0,-30000,35000,0,0,0,0,0,0,0,0,0,0,0,0
3644,3,3,3,3,0,1,0,5,0,0,0,0,0,0,0,4,4,3,3,13,2,0,1,6,"2020/2/7 20:51","2020/2/7 20:55","B",0,46,0,0,1,3,1,0,50,0,5000,5000,0,1.333333,.5,.5,0,-60000,0,0,0,0,0,0,0,0,0,0,0,0,0
3645,2,2,2,1,0,1,0,,17,10,3,15,10,3,3,4,3,3,3,8,3,0,1,5,"2020/2/7 20:47","2020/2/7 20:55","B",0,46,0,0,1,3,0,30,30,20,500,500,0,0,.6347997,.6347997,0,-1005,0,0,0,0,0,0,0,0,0,0,0,0,0
3646,2,2,3,3,0,0,1,5,20,0,0,20,20,0,0,2,2,2,3,9,1,2,3,13,"2020/2/7 20:44","2020/2/7 20:55","B",0,48,0,0,0,4,1,10,10,0,1500,1500,1.1,0,.9990509,.9990509,0,-52500,52500,1,0,0,1,0,0,1,0,0,0,0,0
3647,3,2,3,3,0,1,0,,20,0,0,20,20,10,0,4,4,4,4,12,3,0,9,13,"2020/2/7 20:44","2020/2/7 20:56","B",0,49,0,0,0,5,0,0,0,50,-5000,-5000,.7,0,.9990509,.9990509,0,-1005,3000,0,0,0,0,0,0,0,0,0,0,0,0
3648,3,3,3,1,0,1,0,5,10,10,1,19,19,10,1,3,3,3,3,11,3,0,9,1,"2020/2/7 20:44","2020/2/7 20:58","B",0,45,0,0,1,3,1,20,50,0,-5000,-5000,.7,0,.9990509,.9990509,0,-11500,25000,0,0,0,0,0,0,0,0,0,0,0,0
3650,1,3,3,3,0,1,0,,20,20,19,20,20,19,18,3,3,4,4,13,2,0,4,1,"2020/2/7 20:48","2020/2/7 21:00","B",0,50,1,0,0,3,0,10,10,10,500,500,1.1,.7,.9868259,.9868259,0,-40000,25000,0,0,0,0,0,0,0,0,0,0,0,0
3651,1,2,1,2,0,1,1,1,20,17,10,18,17,16,5,3,1,4,2,33,2,1,3,5,"2020/2/7 20:51","2020/2/7 21:01","B",0,47,1,1,1,4,1,20,10,0,5000,1500,1.1,.1,.9952725,.889205,0,-30000,47500,0,0,0,1,1,0,0,0,0,1,0,0
3652,1,2,1,1,0,1,0,,16,8,0,13,10,5,1,3,2,2,2,40,3,0,1,5,"2020/2/7 20:48","2020/2/7 21:02","B",0,46,0,0,1,4,0,30,10,10,1500,500,.7,0,.9990509,.9990509,0,-11500,12500,0,0,0,1,0,0,1,0,0,1,0,0
3653,2,2,3,3,0,1,0,,10,5,5,18,15,2,1,3,3,3,3,11,3,0,4,4,"2020/2/7 20:56","2020/2/7 21:02","B",0,47,0,0,1,3,0,20,10,20,500,500,0,0,.6347997,.889205,1,-40000,0,0,0,0,0,0,0,0,0,0,0,0,0
3654,3,3,3,3,0,0,0,,20,10,5,15,15,5,1,3,2,3,3,45,3,0,1,3,"2020/2/7 20:54","2020/2/7 21:03","B",0,47,0,0,1,4,0,20,50,30,5000,5000,.7,0,.889205,.6347997,0,-52500,12500,0,0,0,1,0,0,0,0,0,0,0,0
3655,1,2,2,2,0,1,0,1,18,12,10,17,15,13,2,4,2,6,4,11,3,0,1,4,"2020/2/7 20:50","2020/2/7 21:03","B",0,45,0,0,1,2,1,20,40,0,-1500,-4500,.7,.0073333,.9542896,.9990509,1,-3000,12500,0,0,0,1,0,0,0,0,1,0,0,0
3657,2,2,2,3,0,0,0,3,20,12,5,10,8,5,0,2,2,4,3,29,1,3,5,3,"2020/2/7 20:53","2020/2/7 21:07","B",0,49,0,0,0,3,1,20,20,0,1500,500,1.1,.7,.9990509,.9990509,0,-47500,25000,1,0,0,1,0,0,0,0,0,0,0,0
3658,2,2,2,1,0,1,0,2,20,0,0,0,0,0,0,6,2,3,3,24,3,0,6,13,"2020/2/7 20:47","2020/2/7 21:07","B",0,45,1,0,1,2,1,30,0,0,500,-5000,.04,.0073333,.9990509,.9990509,0,-1005,3000,0,0,1,1,0,0,0,0,0,0,0,0
3659,3,2,3,3,0,1,0,3,20,15,10,17,15,8,8,2,3,3,3,15,1,0,8,3,"2020/2/7 21:00","2020/2/7 21:07","B",0,45,0,0,1,4,1,30,10,0,3500,500,1.333333,.1,.889205,.889205,0,-3000,12500,1,0,0,0,0,0,0,0,0,0,0,0
3660,2,2,2,3,0,1,0,,19,10,3,15,14,11,3,3,3,3,3,28,1,3,10,7,"2020/2/7 21:01","2020/2/7 21:08","B",0,48,1,1,0,3,0,10,10,10,-5000,-5000,1.1,.2666667,.9990509,.9990509,0,-47500,47500,0,0,0,0,0,0,0,0,0,0,0,0
3661,3,3,3,3,0,0,1,5,20,10,10,10,10,9,0,4,4,4,4,9,3,0,3,5,"2020/2/7 21:01","2020/2/7 21:08","B",0,46,0,0,1,1,1,0,50,0,-5000,-5000,0,0,.9721007,.9721007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3662,2,2,2,3,0,1,0,,20,18,18,18,18,18,18,3,2,3,3,12,1,2,3,7,"2020/2/7 21:09","2020/2/7 21:15","B",0,47,0,0,1,4,0,10,20,20,500,-4500,.04,0,.889205,.9721007,1,-3000,3000,0,0,0,1,0,0,0,0,0,0,0,0
3663,2,1,1,1,0,1,1,4,20,15,10,18,17,10,6,6,6,6,6,15,1,2,4,4,"2020/2/7 20:56","2020/2/7 21:16","B",0,47,1,0,1,5,1,10,20,0,3500,500,.7,.0073333,.889205,.9990509,1,-40000,25000,0,0,1,0,0,1,0,0,1,0,0,1
3664,2,1,3,1,0,1,0,2,20,10,5,10,10,10,5,6,6,6,6,13,1,1,8,4,"2020/2/7 21:07","2020/2/7 21:16","B",0,47,0,0,1,3,1,10,50,0,-500,-500,.7,0,.9990509,.9990509,0,-11500,42500,0,0,1,0,0,1,0,0,1,0,0,1
3665,1,3,1,3,0,0,0,5,20,5,0,0,0,0,0,4,3,3,3,40,3,0,5,4,"2020/2/7 20:48","2020/2/7 21:17","B",0,48,1,0,0,5,1,50,50,0,-500,-500,0,0,.6347997,.6347997,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0
3668,1,2,2,3,0,0,0,1,18,0,0,16,10,0,0,4,4,4,4,14,1,2,6,13,"2020/2/7 21:16","2020/2/7 21:28","B",0,48,0,0,0,3,1,0,20,0,500,-500,.7,0,1.010101,.9990509,0,-1005,12500,0,0,0,0,0,0,0,0,0,0,0,0
3669,2,2,2,2,0,0,0,,20,10,10,5,5,5,5,3,3,3,3,20,1,2,1,5,"2020/2/7 21:17","2020/2/7 21:28","B",0,45,0,0,1,3,0,50,50,50,3500,4500,0,0,.9990509,.9990509,0,-1005,12500,0,0,0,0,0,0,0,0,0,0,0,0
3670,3,3,3,3,0,1,0,,17,15,14,16,15,10,8,3,3,3,3,28,1,2,6,5,"2020/2/7 21:19","2020/2/7 21:30","B",0,50,1,0,0,3,0,40,50,50,5000,5000,.7,0,.9990509,.9990509,0,-1005,7500,0,0,0,0,0,0,0,0,0,0,0,0
3671,2,2,2,3,0,0,0,5,18,10,10,19,17,10,10,3,3,4,2,13,1,2,1,7,"2020/2/7 21:23","2020/2/7 21:30","B",0,48,1,1,0,3,1,10,20,0,5000,1500,.2666667,0,.9868259,.9952725,1,-20000,35000,0,0,0,0,0,0,0,0,0,1,0,0
3672,3,1,3,2,0,1,0,2,19,16,0,0,0,0,0,6,2,6,6,40,1,2,4,13,"2020/2/7 21:24","2020/2/7 21:31","B",0,46,1,1,1,4,1,50,40,0,1500,1500,.04,0,.5,.889205,1,-1005,0,0,0,1,1,0,0,0,0,1,0,0,1
3674,2,2,2,3,1,1,0,,20,15,11,19,18,12,10,2,1,2,2,13,3,0,3,6,"2020/2/7 21:21","2020/2/7 21:33","B",0,49,0,0,0,5,0,50,30,30,3500,3500,1.1,0,.9542896,.9990509,1,-20000,7500,1,0,0,1,1,0,1,0,0,1,0,0
3675,2,2,2,2,0,1,0,,15,10,5,15,15,3,2,3,2,4,3,14,1,1,3,6,"2020/2/7 21:27","2020/2/7 21:34","B",0,45,1,0,1,3,0,10,30,20,500,500,1.333333,1.333333,.889205,.889205,0,-11500,12500,0,0,0,1,0,0,0,0,0,0,0,0
3676,3,3,1,3,0,0,0,,20,19,10,20,20,10,1,3,2,2,3,1,3,0,10,3,"2020/2/7 21:23","2020/2/7 21:34","B",0,47,0,0,1,4,0,10,20,20,2500,2500,1.1,0,.6347997,.6347997,0,-1005,12500,0,0,0,1,0,0,1,0,0,0,0,0
3677,1,3,1,3,1,1,1,1,20,16,10,20,18,0,0,3,4,2,2,13,1,1,4,2,"2020/2/7 21:26","2020/2/7 21:35","B",0,46,0,0,1,4,1,50,30,0,1500,1500,.7,0,.9990509,.9990509,0,-1005,17500,0,0,0,0,0,0,1,0,0,1,0,0
3678,1,2,2,3,0,1,0,5,20,16,10,19,19,10,9,4,4,4,4,28,3,0,10,3,"2020/2/7 21:28","2020/2/7 21:36","B",0,49,0,0,0,3,1,10,30,0,-2500,-2500,.7,.2666667,.6347997,.6347997,0,-3000,7500,0,0,0,0,0,0,0,0,0,0,0,0
3679,1,1,1,1,0,0,1,1,19,15,5,19,19,10,5,1,1,1,1,13,2,0,4,5,"2020/2/7 21:27","2020/2/7 21:39","B",0,47,1,1,1,5,1,10,0,0,4500,3500,.7,.04,.9990509,.9990509,0,-47500,47500,1,1,0,1,1,0,1,1,0,1,1,0
3680,1,2,1,2,0,1,0,3,18,16,8,19,19,2,1,3,1,1,2,12,3,0,1,4,"2020/2/7 21:06","2020/2/7 21:42","B",0,46,1,0,1,4,1,40,20,0,3500,1500,1.1,0,.6347997,.5,0,-1005,12500,0,0,0,1,1,0,1,1,0,1,0,0
3681,3,3,2,3,0,1,0,3,19,19,17,16,16,14,10,3,3,4,3,46,1,3,2,13,"2020/2/7 21:37","2020/2/7 21:42","B",0,49,0,0,0,3,1,0,10,0,-5000,-4500,.0073333,.0073333,1.001001,1.010101,1,-1005,0,0,0,0,0,0,0,0,0,0,0,0,0
3682,1,2,1,1,0,1,1,1,18,14,6,18,14,12,4,3,2,2,2,1,2,0,4,3,"2020/2/7 21:35","2020/2/7 21:42","B",0,45,1,1,1,4,1,30,50,0,4500,3500,.2666667,0,.889205,.6347997,0,-30000,25000,0,0,0,1,0,0,1,0,0,1,0,0
3683,2,2,1,3,0,1,0,,15,8,5,4,4,4,1,3,2,2,3,27,3,0,5,3,"2020/2/7 21:33","2020/2/7 21:44","B",0,46,1,1,1,4,0,30,40,20,5000,2500,.7,0,.9990509,.9990509,0,-40000,25000,0,0,0,1,0,0,1,0,0,0,0,0
3684,3,3,3,3,0,0,0,5,0,0,0,0,0,0,0,3,3,3,3,13,3,0,1,13,"2020/2/7 21:41","2020/2/7 21:44","B",0,49,0,0,0,3,1,0,0,0,-5000,-5000,1.333333,1.333333,1.010101,1.010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3685,3,3,3,3,0,0,0,,19,5,5,7,5,1,1,4,4,4,4,8,3,0,9,13,"2020/2/7 21:39","2020/2/7 21:44","B",0,49,0,0,0,2,0,50,50,50,-5000,-5000,0,0,1.010101,1.010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3686,3,3,3,3,0,1,0,,20,17,7,19,18,15,4,2,1,5,1,1,1,2,5,4,"2020/2/7 21:35","2020/2/7 21:45","B",0,47,1,1,1,4,0,30,20,30,5000,5000,.7,0,.889205,.889205,0,-30000,47500,1,0,0,1,1,0,0,0,0,1,1,0
3687,3,1,1,3,0,1,1,,20,10,1,19,19,18,1,2,1,3,2,27,1,2,10,4,"2020/2/7 21:22","2020/2/7 21:46","B",0,49,0,0,0,4,0,10,30,30,2500,2500,1.333333,.2666667,.9542896,.9990509,1,-3000,25000,1,0,0,1,1,0,0,0,0,1,0,0
3688,3,3,3,3,0,1,0,5,16,10,2,11,7,4,2,4,3,3,4,8,3,0,6,13,"2020/2/7 21:32","2020/2/7 21:46","B",0,45,0,0,1,3,1,20,10,0,2500,1500,.7,.2666667,.9542896,.9721007,1,-52500,25000,0,0,0,0,0,0,0,0,0,0,0,0
3690,1,2,2,2,0,0,0,,20,11,0,19,18,8,0,2,2,6,3,26,3,0,4,5,"2020/2/7 21:37","2020/2/7 21:47","B",0,49,1,1,0,4,0,50,40,50,3500,2500,.2666667,0,.9990509,.9990509,0,-1005,60000,1,0,0,1,0,0,0,0,1,0,0,0
3691,3,3,1,1,0,1,0,,20,12,12,20,20,12,6,3,2,3,3,23,2,2,4,6,"2020/2/7 21:40","2020/2/7 21:48","B",0,47,0,0,1,4,0,0,20,20,-5000,2500,1.333333,0,.889205,.9868259,1,-20000,12500,0,0,0,1,0,0,0,0,0,0,0,0
3692,3,3,3,1,0,0,0,5,19,0,0,19,19,19,0,3,3,3,3,26,3,0,1,5,"2020/2/7 21:39","2020/2/7 21:50","B",0,46,1,0,1,3,1,0,30,0,-5000,-5000,.0007333,0,.9990509,.9990509,0,-1005,0,0,0,0,0,0,0,0,0,0,0,0,0
3693,3,3,3,3,0,1,0,5,20,10,5,10,10,5,0,3,2,3,3,28,2,0,10,13,"2020/2/7 21:40","2020/2/7 21:51","B",0,46,1,1,1,3,1,0,10,0,500,500,1.333333,0,.9990509,.9990509,0,-1005,0,0,0,0,1,0,0,0,0,0,0,0,0
3694,3,3,3,1,0,1,1,,20,0,0,10,10,0,0,1,1,1,1,14,1,2,2,5,"2020/2/7 21:47","2020/2/7 21:52","B",0,46,0,0,1,5,0,50,50,50,5000,5000,1.333333,0,.5,.5,0,-6000,7500,1,1,0,1,1,0,1,1,0,1,1,0
3695,3,3,3,2,0,0,0,,20,12,12,18,14,10,6,2,2,2,3,13,1,2,3,6,"2020/2/7 21:49","2020/2/7 21:55","B",0,49,0,0,0,4,0,30,20,30,2500,2500,1.333333,0,.9990509,.9990509,0,-1005,17500,1,0,0,1,0,0,1,0,0,0,0,0
3696,1,2,1,3,0,1,0,,20,15,10,19,15,11,10,2,2,2,2,27,1,3,3,5,"2020/2/7 21:43","2020/2/7 21:56","B",0,48,0,0,0,4,0,10,20,10,1500,1500,1.1,0,.9990509,.9990509,0,-1005,0,1,0,0,1,0,0,1,0,0,1,0,0
3697,1,2,2,2,0,1,0,1,20,10,10,15,15,10,7,4,3,3,3,11,3,0,1,4,"2020/2/7 21:18","2020/2/7 21:58","B",0,46,0,0,1,3,1,10,30,0,500,500,.2666667,.1,.9868259,.9868259,0,-3000,25000,0,0,0,0,0,0,0,0,0,0,0,0
3698,3,3,3,1,0,1,1,,19,6,3,17,11,8,2,4,2,4,4,23,3,0,4,13,"2020/2/7 21:47","2020/2/7 22:00","B",0,46,0,0,1,3,0,20,10,10,500,-500,.7,.0007333,.9952725,.9990509,1,-30000,47500,0,0,0,1,0,0,0,0,0,0,0,0
3699,2,1,2,2,0,1,0,,10,2,1,6,4,1,1,6,2,4,6,1,3,0,4,5,"2020/2/7 21:59","2020/2/7 22:05","B",0,45,0,0,1,4,0,20,30,20,500,500,.7,0,.9952725,.9952725,0,-20000,12500,0,0,1,1,0,0,0,0,0,0,0,1
3701,2,2,2,2,0,0,0,,0,0,0,0,0,0,0,4,4,3,3,13,3,0,1,4,"2020/2/7 22:00","2020/2/7 22:08","B",0,45,0,0,1,2,0,10,20,20,500,500,0,1.333333,.5,.9990509,1,-1005,3000,0,0,0,0,0,0,0,0,0,0,0,0
3702,2,2,2,3,0,0,1,,19,16,16,12,12,11,11,4,4,4,4,27,2,1,6,13,"2020/2/7 22:05","2020/2/7 22:10","B",0,48,1,1,0,1,0,10,20,20,-5000,-5000,1.333333,0,.9868259,.9721007,0,-1005,3000,0,0,0,0,0,0,0,0,0,0,0,0
3703,1,3,3,3,0,1,0,,20,15,10,18,10,5,0,3,3,3,3,34,1,2,3,5,"2020/2/7 22:01","2020/2/7 22:10","B",0,48,0,0,0,5,0,50,50,50,3500,3500,1.1,0,.9990509,1.010101,1,-1005,0,0,0,0,0,0,0,0,0,0,0,0,0
3704,3,2,3,3,0,1,0,,19,2,0,19,10,3,0,4,3,3,3,11,3,0,10,13,"2020/2/7 22:02","2020/2/7 22:15","B",0,47,0,0,1,3,0,10,50,10,-3500,-3500,.7,0,.889205,.889205,0,-20000,25000,0,0,0,0,0,0,0,0,0,0,0,0
3705,2,1,1,1,0,0,1,,20,10,10,16,14,10,10,2,1,2,2,27,1,2,6,5,"2020/2/7 22:12","2020/2/7 22:21","B",0,46,0,0,1,4,0,40,30,10,500,500,.7,.04,.9990509,.9990509,0,-3000,7500,1,0,0,1,1,0,1,0,0,1,0,0
3706,1,1,2,1,0,1,1,2,19,12,7,14,14,11,2,6,2,2,2,3,1,0,4,5,"2020/2/7 22:13","2020/2/7 22:21","B",0,46,1,1,1,5,1,10,10,0,2500,500,.7,0,.9990509,.9990509,0,-47500,47500,0,0,1,1,0,0,1,0,0,1,0,0
3707,1,3,2,3,0,1,1,1,20,10,10,20,19,5,3,3,3,4,4,14,3,0,9,3,"2020/2/7 22:19","2020/2/7 22:30","B",0,48,1,1,0,3,1,50,10,0,500,500,.7,0,.889205,.889205,0,-6000,3000,0,0,0,0,0,0,0,0,0,0,0,0
3708,3,2,3,2,0,0,0,,20,15,10,18,17,15,10,3,3,3,3,22,3,0,9,3,"2020/2/7 22:25","2020/2/7 22:34","B",0,47,1,1,1,3,0,10,30,30,1500,1500,.7,.1,.9868259,.9990509,1,-47500,47500,0,0,0,0,0,0,0,0,0,0,0,0
3709,1,2,2,3,0,0,0,,19,16,14,18,17,15,13,3,3,3,3,26,2,2,5,4,"2020/2/7 22:26","2020/2/7 22:35","B",0,46,0,0,1,4,0,0,30,10,1500,1500,1.1,.7,1.010101,.9990509,0,-20000,17500,0,0,0,0,0,0,0,0,0,0,0,0
3710,3,1,1,1,0,0,0,,20,10,10,10,10,10,10,6,6,3,6,13,1,0,1,13,"2020/2/7 22:31","2020/2/7 22:37","B",0,47,0,0,1,3,0,10,10,10,5000,500,.7,0,.889205,.9868259,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
3712,3,3,3,3,0,0,0,,20,10,5,18,15,1,5,3,2,3,2,28,1,2,3,5,"2020/2/7 21:55","2020/2/7 22:39","B",0,49,0,0,0,4,0,30,20,10,2500,1500,.7,0,.889205,.889205,0,-3000,12500,0,0,0,1,0,0,0,0,0,1,0,0
3713,1,1,2,3,0,0,1,1,19,5,3,15,10,3,1,4,1,6,3,12,1,2,3,5,"2020/2/7 22:28","2020/2/7 22:39","B",0,48,0,0,0,1,1,50,20,0,5000,-5000,.7,0,.889205,.9990509,1,-30000,25000,0,0,0,1,1,0,0,0,1,0,0,0
3714,2,2,2,3,0,0,0,,19,5,3,15,10,7,5,3,2,3,2,13,3,0,1,4,"2020/2/7 21:31","2020/2/7 22:41","B",0,48,0,0,0,4,0,10,30,30,500,500,1.1,.0073333,.9952725,.889205,0,-3000,7500,0,0,0,1,0,0,0,0,0,1,0,0
3716,3,1,1,3,0,0,0,3,15,5,0,15,8,0,0,3,2,2,2,12,3,0,6,3,"2020/2/7 22:32","2020/2/7 22:45","B",0,49,1,0,0,4,1,20,10,0,500,500,.7,0,.9542896,.9952725,1,-3000,12500,0,0,0,1,0,0,1,0,0,1,0,0
3717,2,2,2,2,0,1,1,,18,5,0,10,10,0,0,1,1,6,6,23,3,0,4,8,"2020/2/7 22:35","2020/2/7 22:49","B",0,49,1,1,0,4,0,0,20,20,-500,500,1.1,0,.9990509,.9990509,0,-11500,35000,1,1,0,1,1,0,0,0,1,0,0,1
3718,2,1,1,1,0,1,0,,18,3,0,10,5,2,0,6,6,6,6,21,1,2,1,6,"2020/2/7 22:53","2020/2/7 23:07","B",0,46,0,0,1,5,0,20,30,30,5000,5000,.7,0,.9990509,.9990509,0,-30000,17500,0,0,1,0,0,1,0,0,1,0,0,1
3720,3,2,3,1,0,1,1,,18,18,18,18,18,18,18,2,2,2,2,40,3,0,2,3,"2020/2/7 23:01","2020/2/7 23:08","B",0,45,1,1,1,4,0,10,10,10,500,500,1.1,0,.6347997,.889205,1,-1005,12500,1,0,0,1,0,0,1,0,0,1,0,0
3721,2,2,3,2,0,1,0,3,20,0,0,17,14,8,1,3,3,3,3,9,1,2,5,3,"2020/2/7 23:07","2020/2/7 23:16","B",0,47,1,0,1,3,1,20,70,0,-4500,-4500,1.333333,0,.9542896,.9542896,0,-1005,3000,0,0,0,0,0,0,0,0,0,0,0,0
3722,3,1,2,1,0,1,0,2,7,5,5,10,10,4,3,6,1,6,6,27,3,0,6,3,"2020/2/7 23:07","2020/2/7 23:18","B",0,47,0,0,1,5,1,0,10,0,500,1500,0,0,.9990509,.9990509,0,-6000,35000,0,0,1,1,1,0,0,0,1,0,0,1
3723,3,2,3,3,0,1,0,,18,15,10,16,13,10,10,2,2,3,3,27,3,0,6,1,"2020/2/7 23:09","2020/2/7 23:24","B",0,49,0,0,0,4,0,20,40,10,2500,1500,.2666667,.04,.9868259,.9721007,0,-3000,7500,1,0,0,1,0,0,0,0,0,0,0,0
3724,3,3,3,3,0,1,0,,19,14,10,17,15,8,8,2,2,3,3,23,3,0,9,1,"2020/2/7 23:10","2020/2/7 23:24","B",0,46,0,0,1,4,0,10,40,30,1500,1500,.7,.04,.9990509,.9990509,0,-6000,60000,1,0,0,1,0,0,0,0,0,0,0,0
3725,1,1,2,3,0,1,0,,20,15,10,18,16,10,3,5,1,2,2,12,1,2,4,8,"2020/2/7 23:15","2020/2/7 23:24","B",0,49,0,0,0,4,0,50,20,20,3500,3500,1.1,0,.9990509,.9990509,0,-1005,3000,0,0,0,1,1,0,1,0,0,1,0,0
3726,3,3,3,3,0,1,0,5,20,10,8,15,10,2,1,4,3,3,3,20,3,0,9,13,"2020/2/7 23:16","2020/2/7 23:27","B",0,48,0,0,0,3,1,10,30,0,2500,2500,1.333333,.7,.889205,.889205,0,-3000,12500,0,0,0,0,0,0,0,0,0,0,0,0
3727,3,3,3,3,0,0,0,5,0,0,0,0,0,0,0,3,3,4,3,6,3,0,4,2,"2020/2/7 23:25","2020/2/7 23:29","B",0,45,0,0,1,1,1,0,10,0,-5000,-5000,0,0,.5,.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3728,3,3,3,3,0,1,0,,20,20,20,20,20,5,0,3,3,3,3,13,2,3,4,9,"2020/2/7 23:23","2020/2/7 23:34","B",0,48,0,0,0,5,0,10,30,20,500,500,0,.04,.889205,.889205,0,-52500,52500,0,0,0,0,0,0,0,0,0,0,0,0
3729,3,2,2,3,0,0,0,,20,10,0,10,10,10,10,4,3,3,3,12,3,0,10,2,"2020/2/7 23:38","2020/2/7 23:44","B",0,45,1,0,1,3,0,0,30,50,-5000,500,.1,.2666667,.9990509,.9990509,0,-1005,3000,0,0,0,0,0,0,0,0,0,0,0,0
3730,3,3,3,1,0,1,0,,18,7,5,15,10,2,1,2,2,2,2,14,3,0,1,3,"2020/2/7 23:33","2020/2/7 23:46","B",0,47,1,0,1,4,0,50,80,80,500,500,.2666667,0,.6347997,.889205,1,-3000,17500,1,0,0,1,0,0,1,0,0,1,0,0
3731,2,3,2,3,0,1,0,,20,10,0,10,10,0,0,4,4,4,4,12,1,1,4,12,"2020/2/7 23:31","2020/2/7 23:46","B",0,49,1,0,0,3,0,10,20,10,500,500,0,0,.889205,.6347997,0,-30000,0,0,0,0,0,0,0,0,0,0,0,0,0
3733,2,2,1,3,0,1,0,4,12,10,10,12,13,9,8,3,1,6,3,13,3,0,4,2,"2020/2/7 22:28","2020/2/7 23:47","B",0,46,1,1,1,4,1,30,30,0,2500,2500,.7,.04,.9990509,.9990509,0,-6000,60000,0,0,0,1,1,0,0,0,1,0,0,0
3734,1,2,2,3,0,0,1,1,19,9,7,13,10,6,4,3,3,3,3,21,1,0,6,4,"2020/2/7 23:40","2020/2/7 23:48","B",0,46,0,0,1,4,1,40,30,0,1500,500,.7,0,.889205,.889205,0,-6000,25000,0,0,0,0,0,0,0,0,0,0,0,0
3735,1,2,1,3,0,1,0,,20,15,10,19,17,15,10,3,2,2,2,13,1,2,3,11,"2020/2/7 23:12","2020/2/7 23:56","B",0,46,1,1,1,5,0,20,30,10,2500,1500,1.1,.2666667,.9952725,.9952725,0,-20000,25000,0,0,0,1,0,0,1,0,0,1,0,0
3736,2,2,2,3,0,0,1,,17,6,6,13,11,9,3,2,3,3,3,13,1,0,4,6,"2020/2/7 23:58","2020/2/8 0:04","B",0,48,0,0,0,4,0,20,20,30,1500,2500,0,0,1.010101,.9952725,0,-3000,7500,1,0,0,0,0,0,0,0,0,0,0,0
3737,2,2,3,3,0,1,1,,10,2,0,8,5,2,0,3,2,3,2,14,3,0,5,3,"2020/2/8 0:05","2020/2/8 0:13","B",0,48,1,0,0,3,0,10,10,10,-500,500,.7,.0073333,.9990509,.9990509,0,-40000,25000,0,0,0,1,0,0,0,0,0,1,0,0
